,score,popularity,genre
712,8.07,3620,"Military, Sci-Fi, Space, Drama"
713,6.35,6623,"Action, Ecchi, Comedy, Mecha"
714,6.89,3675,"Action, Fantasy, Magic, Shoujo"
715,7.44,1345,"Action, Comedy, Supernatural, Romance, Fantasy"
716,7.06,6353,"Comedy, Horror, Fantasy"
717,7.37,3252,Hentai
718,6.12,8974,"Action, Sci-Fi, Super Power"
720,6.26,8505,"Comedy, Police, Romance"
722,7.8,740,"Drama, Fantasy, Historical, Romance"
723,7.64,1701,"Action, Comedy, Super Power, Martial Arts, Shounen"
725,8.24,195,"Drama, Fantasy, Romance"
727,7.02,1587,"Sci-Fi, Historical, Psychological"
728,7.88,500,"Action, Super Power, Fantasy"
729,5.48,1056,"Action, Military, Super Power, Magic"
730,5.36,11507,"Action, Comedy, Romance"
731,7.59,2872,"Action, Adventure, Magic, Martial Arts, Fantasy"
732,7.36,287,"Action, Magic, Fantasy, School"
735,3.51,10323,"Slice of Life, Comedy"
736,7.01,2841,"Comedy, Magic, Supernatural"
737,6.68,5719,"Comedy, Romance, Sci-Fi, Shounen"
738,7.28,3352,"Action, Adventure, Mecha, Police, Sci-Fi"
739,7.62,4142,"Parody, Comedy, School"
740,5.92,4900,"Comedy, Josei, Slice of Life"
741,6.71,1109,"Action, Comedy, Supernatural, Ecchi"
742,8.34,2300,"Comedy, Romance"
743,7.28,4232,"Kids, School, Shoujo"
745,6.22,8528,"Dementia, Horror, Psychological"
746,6.74,12201,"Action, Adventure, Fantasy"
747,7.45,1196,"Comedy, Demons, Ecchi, Romance, School"
751,7.11,6734,"Action, Mecha, Drama, Sci-Fi, Shounen"
752,6.57,4807,"Adventure, Demons, Drama, Fantasy, Magic"
753,7.6,440,"Slice of Life, Comedy"
755,7.8,1554,"Action, Comedy, Drama, Magic, Seinen"
756,7.66,5669,"Drama, Historical"
757,6.89,6534,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance"
758,7.69,1580,"Action, Drama, Fantasy, Shounen, Super Power"
759,8.01,395,"Comedy, School, Seinen, Slice of Life"
761,6.71,5279,"Ecchi, Music"
762,6.63,4534,"Action, Sci-Fi, Super Power"
763,5.42,10407,"Action, Adventure, Comedy, Fantasy, Sci-Fi"
764,7.31,1909,"Comedy, School, Slice of Life"
765,7.16,4267,"Magic, Shoujo"
767,6.85,3375,"Adventure, Comedy, Sports"
770,7.23,150,"Slice of Life, Comedy, School, Shounen"
771,6.74,8056,"Comedy, School, Shoujo"
772,6.59,3958,"Comedy, Shoujo Ai"
775,5.53,8767,"Action, Sci-Fi, Romance"
778,6.7,9319,"Comedy, Fantasy, Kids"
779,7.46,3812,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo"
781,7.13,1354,"Comedy, Fantasy, Shoujo"
782,7.32,1097,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi"
784,6.75,2171,"Drama, Fantasy, Sci-Fi, Supernatural"
787,7.74,2208,"Slice of Life, Comedy, Romance, School"
788,5.54,10201,"Slice of Life, Supernatural"
789,7.35,2565,"Harem, Music, Comedy, Romance, Shoujo"
792,7.98,3643,"Action, Adventure, Mystery, Comedy, Seinen"
794,7.84,3191,"Adventure, Comedy, Drama, Fantasy"
795,7.52,1312,"Action, Sci-Fi, Comedy"
796,6.79,1743,"Ecchi, Parody, Romance, Seinen"
798,5.64,10594,"Comedy, Kids, Super Power"
799,6.77,8030,"Fantasy, Magic, Slice of Life"
801,5.72,7577,"Sci-Fi, Fantasy"
802,6.6,2017,"Action, Comedy, Ecchi, Sci-Fi"
804,7.68,1108,"Fantasy, Supernatural, Comedy, Parody, Shounen"
805,7.44,3103,"Action, Drama, Mecha, Military, Sci-Fi"
806,7.88,2257,"Comedy, Parody, School"
808,5.94,8052,"Action, Adventure, Romance, Martial Arts, Fantasy"
810,6.44,3789,"Romance, School"
811,7.8,2050,"Action, Adventure, Comedy, Kids, Fantasy"
812,5.1,13797,Fantasy
814,7.22,1997,"Action, Military, Supernatural, Drama, Vampire, Shounen"
815,6.86,6816,Comedy
816,5.31,3010,"Sci-Fi, Adventure, Harem, Romance"
817,6.85,2462,"Sci-Fi, Mystery, Psychological, Supernatural, Drama"
818,5.65,9662,"Adventure, Mecha, Police, Sci-Fi"
820,8.32,1106,"Fantasy, Historical"
821,6.19,8175,"Action, Adventure, Comedy, Historical, Martial Arts, Shounen"
822,7.29,4024,"Hentai, School, Yuri"
824,6.31,11771,Comedy
825,6.93,5869,"Drama, Romance, Shoujo"
826,6.64,432,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power"
827,7.37,1070,"Action, Sci-Fi, Super Power"
828,6.11,9505,"Action, Sci-Fi, Demons"
829,7.78,1783,"Drama, Magic, Romance, Shoujo"
830,6.18,6916,"Slice of Life, Music"
831,6.78,3341,"Ecchi, Harem"
832,6.82,2953,"Action, Adventure, Magic"
833,6.38,2588,"Fantasy, Magic, Comedy"
836,7.37,2964,"Action, Adventure, Sci-Fi, Seinen"
837,8.11,74,"Slice of Life, Comedy, Drama, Romance, School"
838,7.6,2224,"Dementia, Drama, Romance, Fantasy, Shoujo, Shoujo Ai"
839,4.6,10828,"Action, Supernatural, Seinen"
840,6.32,3934,"Action, Drama, Military, Sci-Fi, Shounen, Space"
843,7.53,3647,"Police, Comedy, Mystery, Shounen"
844,6.88,5536,"Adventure, Comedy, Magic, Romance, School"
845,7.42,2535,Comedy
846,8.2,2258,"Comedy, Drama, Shounen, Sports"
847,7.08,307,"Game, Comedy, Romance, Ecchi, School"
848,6.94,2315,"Comedy, Harem, Romance, Sci-Fi, Shounen"
850,7.71,293,"Action, Harem, Comedy, Supernatural, Magic, Ecchi"
851,5.86,9217,"Action, Police"
853,6.08,10455,Horror
854,7.91,1498,"Slice of Life, Comedy, Fantasy"
855,6.55,2762,"Action, Fantasy, Magic, Comedy, Drama"
856,5.99,1881,"Psychological, School"
857,3.4,12738,Comedy
858,6.58,2234,Comedy
859,8.03,2663,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
862,7.61,3123,"Action, Adventure, Comedy, Kids, Fantasy"
863,7.32,462,"Harem, Comedy, Romance"
864,5.82,9804,"Parody, Shoujo"
867,6.28,8328,Historical
869,6.8,4025,Hentai
871,6.74,6381,"Action, Military, Sci-Fi, Adventure"
872,6.81,7264,"Adventure, Comedy, Mecha, Sci-Fi"
873,7.03,1271,"Action, Sci-Fi"
875,6.02,4158,"Adventure, Comedy, Fantasy, Shounen"
877,7.2,3213,Music
879,7.28,2702,"Drama, Fantasy, Music, Romance, School"
881,6.98,1347,"Slice of Life, Comedy, Shounen"
882,6.0,5065,"Action, Sci-Fi"
884,6.3,1712,"Action, Comedy, Ecchi, Samurai"
886,6.77,4703,"Sports, School, Shounen"
888,5.77,6839,"Slice of Life, Music"
889,5.92,7726,"Kids, Adventure, Fantasy, Historical, Sci-Fi"
890,7.4,1546,"Slice of Life, Comedy, Seinen"
891,6.0,11621,"Comedy, Sci-Fi"
892,5.35,4917,Comedy
894,5.55,11076,Magic
895,6.41,9292,"Action, Mecha, Sci-Fi"
897,7.59,1388,"Slice of Life, Comedy, Shounen"
898,4.33,13886,"Sci-Fi, Comedy, Kids"
901,5.9,2732,"Action, Martial Arts, Historical, Drama"
903,7.89,1507,"Mystery, Historical, Drama, Samurai, Seinen"
904,7.41,4739,Music
905,6.3,6520,"Comedy, Demons, Fantasy, Horror, Shounen, Supernatural"
906,7.13,1927,"Action, Comedy, Supernatural, Magic, Shounen Ai"
907,6.93,3509,"Comedy, Harem, Romance, Slice of Life"
909,6.66,5044,"Music, Slice of Life, Shoujo"
911,7.02,4092,"Sci-Fi, Space, Drama, Mecha"
912,7.15,3297,"Action, Comedy, Fantasy, Shounen"
913,6.56,2602,"Ecchi, Harem, Seinen"
914,6.26,6850,Hentai
915,7.03,682,"Comedy, Ecchi, Harem, Romance, School"
917,6.22,5257,"Slice of Life, Comedy"
919,5.08,4483,"Drama, Shounen Ai"
920,5.88,12571,"Comedy, Kids, Fantasy"
921,8.12,2384,"Music, Sports"
923,7.52,5827,"Sci-Fi, Adventure, Comedy"
924,6.72,3460,"Action, Adventure, Fantasy"
927,7.64,702,"Comedy, Drama, Romance, School, Shoujo, Slice of Life"
928,6.96,5248,"Action, Historical, Military, Super Power"
929,7.42,1832,"Action, Adventure, Fantasy, Shounen"
930,6.31,7119,"Drama, Fantasy"
931,6.8,1326,"Action, Comedy, School, Shoujo Ai"
933,8.5,1979,"Comedy, Parody"
934,7.02,3692,Comedy
935,7.06,1238,"Action, Drama, Sci-Fi, Super Power"
937,7.08,3175,"Adventure, Kids, Fantasy"
939,7.41,326,"Action, Adventure, Comedy, Romance, Fantasy"
940,7.32,749,"Drama, Romance, Fantasy, School"
942,6.9,5876,"Slice of Life, Comedy, Martial Arts, Shounen"
943,7.14,1213,"Action, Sci-Fi, Magic, Fantasy, Shounen"
946,6.36,5437,"Comedy, Fantasy, Kids"
948,7.56,911,"Slice of Life, Comedy, Romance, School"
949,7.7,6727,"Comedy, Historical, Supernatural, Romance"
950,6.98,2988,"Shounen, Sports, Super Power"
952,6.21,8971,"Fantasy, Romance"
953,5.97,4374,"Hentai, Yaoi"
954,7.04,8149,"Adventure, Comedy, Seinen"
955,5.86,3041,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi"
957,8.44,393,"Mystery, Comedy, Supernatural, Vampire"
959,6.18,10121,"Cars, Sports, Shounen"
960,7.55,4857,"Sci-Fi, Comedy, Police, Mecha"
961,6.65,4220,"Comedy, School, Shounen, Sports"
962,7.54,4848,"Game, Comedy, Supernatural, Shounen"
963,7.87,2124,"Military, Sci-Fi, Space, Drama, Mecha"
964,7.64,494,Mystery
965,7.36,3803,"Adventure, Mystery, Comedy, Police, Shounen"
967,6.4,6712,"Action, Police, Thriller, Drama, Seinen"
968,5.9,5001,"Historical, Demons, Supernatural, Samurai"
969,5.81,9099,"Slice of Life, Comedy, Seinen"
971,6.57,8618,"Comedy, Sci-Fi, Shounen"
972,6.23,5869,"Action, Sci-Fi, Adventure, Mecha"
974,5.06,11189,"Comedy, Parody, Super Power"
975,7.27,3226,"Comedy, Mystery, Super Power"
977,6.63,8603,"Music, Magic, Fantasy, Shoujo"
979,6.86,6172,Magic
980,6.95,7994,"Action, Fantasy, Comedy"
982,5.85,9519,"Comedy, Ecchi, Parody"
983,6.39,6811,Comedy
986,7.91,1146,"Comedy, Romance, School"
987,5.57,12388,"Adventure, Kids"
988,5.88,11656,Game
990,6.86,2610,"Comedy, School, Shounen, Sports"
991,6.14,5200,"Ecchi, Comedy, Harem, Romance"
993,5.86,5860,Fantasy
994,5.53,7934,"Fantasy, Supernatural, Historical, Drama"
995,6.95,2788,"Adventure, Comedy, Kids, Fantasy"
996,6.93,6053,"Music, Slice of Life"
997,5.82,4206,"Action, Adventure, Fantasy, Magic, Shounen"
998,7.19,1425,"Action, Military, Sci-Fi, Police, Drama, Mecha, Shounen"
1000,6.39,7467,Comedy
1001,6.24,5135,"Action, Adventure, Fantasy, Kids, Supernatural"
1002,7.07,5192,"Slice of Life, Magic, Comedy, Shoujo"
1003,6.34,9062,Comedy
1004,7.08,3533,"Action, Adventure, Horror, Supernatural, Drama"
1006,6.06,7091,Hentai
1008,7.21,3300,"Adventure, Comedy, Police, Sci-Fi"
1010,7.46,1910,Comedy
1011,6.32,8805,Adventure
1013,8.8,79,"Action, Adventure, Fantasy"
1015,7.41,959,"Drama, Romance, School, Shoujo Ai"
1016,5.65,5534,Ecchi
1017,7.61,1868,"Action, Historical, Supernatural, Drama, Samurai, Josei"
1018,7.18,7288,"Action, Adventure, Comedy, Historical, Fantasy, Seinen"
1019,6.9,2022,"Drama, Romance, Slice of Life"
1020,6.57,5007,"Comedy, Drama, Romance, Seinen, Slice of Life"
1021,6.38,1816,"Slice of Life, Romance"
1024,7.29,1857,"Adventure, Drama, Mystery"
1025,8.32,901,"Comedy, Drama, Romance, School, Slice of Life, Supernatural"
1027,6.77,3226,"Slice of Life, Comedy, Seinen"
1028,7.2,355,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi"
1029,6.94,4529,"Action, Sci-Fi, Sports, Shounen"
1030,6.78,7022,"Action, Game, Shounen"
1031,6.15,8615,"Action, Mecha, Drama, Sci-Fi"
1032,6.76,6823,"Action, Sci-Fi, Adventure, Comedy, Police"
1034,6.34,8427,Adventure
1035,6.61,7552,"Slice of Life, Comedy, Kids"
1038,5.95,1027,"Action, Adventure, Fantasy, Mecha"
1041,4.63,2994,"Horror, Supernatural"
1042,4.25,14139,"Music, Kids"
1045,7.16,3768,"Action, Cars, Police, Seinen"
1046,6.81,684,"Harem, Comedy, Romance, Ecchi, School"
1047,6.34,1460,"Slice of Life, Comedy, Seinen"
1049,7.15,2483,"Comedy, Fantasy, Shounen, Sports"
1050,6.7,4725,"Demons, Historical"
1051,7.24,6920,Comedy
1052,5.38,5273,"Comedy, Romance, School, Drama"
1053,6.95,6403,"Comedy, Josei, Shounen Ai"
1054,5.74,4222,"Sci-Fi, Seinen"
1055,7.4,3411,"Adventure, Comedy, Fantasy, Romance"
1056,6.25,13076,"Comedy, Slice of Life"
1060,7.67,490,"Action, Supernatural, Drama, Romance, Fantasy"
1061,7.32,2623,"Comedy, Historical, Romance, Supernatural"
1063,7.43,5594,Music
1064,7.46,2836,"Action, Sports, Martial Arts, Shounen"
1065,5.48,12001,"Comedy, Kids"
1066,7.21,2343,"Action, Horror, Demons, Drama, Vampire, Shoujo"
1067,7.31,2691,"Comedy, Shounen"
1068,6.28,2035,"Slice of Life, Comedy, School"
1070,8.36,599,"Drama, Romance, Sci-Fi, Seinen, Space"
1071,7.19,3316,"Drama, School, Shounen Ai"
1072,8.3,648,"Slice of Life, Drama, Romance, Shoujo"
1073,6.78,3323,"Comedy, Ecchi, School, Shounen"
1074,6.65,8458,"Comedy, Ecchi, Magic, School, Super Power, Supernatural"
1075,7.52,2693,"Adventure, Fantasy, Shounen"
1076,5.61,9073,"Action, Sci-Fi, Space, Mecha"
1077,6.6,2074,Action
1078,7.14,8505,"Game, Adventure, Fantasy"
1079,6.99,2379,"Comedy, Drama, Romance"
1081,6.19,6273,Drama
1087,6.8,1889,"Game, Psychological"
1088,5.8,5327,"Mecha, Space"
1090,6.65,2241,"Comedy, Ecchi, Harem, Sci-Fi, Seinen"
1092,6.33,5536,"Slice of Life, Kids, Drama, Fantasy"
1094,6.46,8432,"Adventure, Comedy, Supernatural"
1097,6.88,4878,"Action, Sci-Fi, Mecha"
1099,7.11,6229,"Action, Adventure, Comedy, Police, Sci-Fi"
1101,7.6,2556,"Adventure, Comedy, Ecchi, Harem, Magic, Romance, Shounen, Supernatural, Vampire"
1102,7.22,5246,"Action, Adventure, Comedy, Seinen"
1103,8.09,2389,"Fantasy, Sci-Fi, Shounen, Slice of Life"
1105,6.36,935,"Comedy, Ecchi, Romance, School, Slice of Life"
1107,6.82,1922,"Comedy, School, Slice of Life"
1108,6.29,4154,"Comedy, Drama, Music"
1110,7.58,1343,"Slice of Life, Comedy, Historical, Shounen"
1111,7.27,4921,"Action, Magic, Fantasy, School, Shoujo"
1112,6.21,9440,"Game, Slice of Life, Comedy, Parody"
1114,6.83,4722,"Comedy, Fantasy"
1115,6.32,5199,"Adventure, Supernatural, Drama, Fantasy"
1116,6.86,4242,"Action, Sci-Fi, Comedy, Shounen"
1117,6.33,8409,Comedy
1118,8.73,89,"Adventure, Drama, Fantasy, Romance"
1119,6.37,10640,Comedy
1121,5.74,10712,"Fantasy, Historical, Drama, Shoujo"
1123,7.35,1465,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen"
1124,5.79,1062,"Action, Fantasy, Supernatural"
1127,7.42,4019,"Game, Comedy, Supernatural, Shounen"
1129,6.69,2254,"Comedy, Seinen"
1130,7.04,4077,"Military, School"
1131,6.55,5132,"Action, Comedy, School, Sci-Fi"
1132,7.3,5855,"Action, Military, Historical, Drama, Samurai, Yaoi"
1133,6.54,4926,Hentai
1136,7.4,6792,"Adventure, Mystery, Comedy, Shounen"
1139,5.6,10100,"Kids, Magic"
1140,7.08,2108,"Action, Comedy, Martial Arts, Shounen, Super Power"
1141,8.49,114,"Sci-Fi, Mystery, Horror, Psychological, Supernatural, Drama"
1142,6.99,5068,"Drama, Fantasy, Horror, Mystery"
1143,7.82,352,"Action, Adventure, Historical, Drama, Fantasy, Shounen"
1145,7.4,828,"Sci-Fi, Space, Drama, Romance, Mecha"
1147,7.22,9075,"Action, Historical, Martial Arts, Fantasy"
1150,6.78,7430,"Sci-Fi, Adventure, Mecha"
1151,6.81,7706,"Adventure, Historical"
1152,8.01,807,"Action, Adventure, Seinen"
1153,7.19,4575,Comedy
1154,6.3,10540,"Sports, Drama, Shounen"
1155,7.26,3828,"Drama, Sci-Fi, Shoujo"
1156,5.87,3056,"Fantasy, Historical, Romance"
1159,6.15,4266,"Action, Drama, Mystery, Sci-Fi"
1160,7.56,1212,"Comedy, School, Shoujo"
1161,6.42,7543,"Slice of Life, Comedy"
1162,5.44,7975,Hentai
1164,5.6,10962,"Comedy, Romance"
1166,7.06,1776,"Adventure, Fantasy"
1168,8.46,273,"Action, Military, Sci-Fi, Police, Mecha, Seinen"
1170,7.45,2653,"Slice of Life, Comedy, School"
1171,6.56,7132,"Adventure, Comedy, Fantasy"
1173,7.39,2030,"Action, Adventure, Shounen"
1175,8.41,1833,"Adventure, Mystery, Police, Shounen"
1176,6.49,3728,"Drama, Ecchi, Fantasy, Harem, Romance"
1179,6.64,6997,"Action, Sci-Fi, Adventure, Comedy, Police"
1180,6.65,7675,"Fantasy, Harem, Historical, Romance, Shoujo"
1181,7.41,449,"Action, Adventure, Samurai"
1182,7.05,357,"Drama, Mystery, Sci-Fi, Seinen"
1183,6.38,1967,"Comedy, Drama, Romance, Yaoi"
1184,7.82,1528,"Action, Fantasy, Mecha, Military, Shounen"
1185,7.73,847,"Action, Comedy, Drama, Mystery, Romance, Thriller"
1186,7.14,1579,"Action, Adventure, Comedy, Drama, Fantasy, Kids"
1187,7.48,3719,"Music, Slice of Life, School"
1188,7.65,746,"Action, Magic, Mystery, Romance, Supernatural, Thriller"
1189,6.14,10762,"Drama, Romance, Shounen"
1190,6.82,8132,"Drama, Romance, School"
1193,7.25,317,"Comedy, Romance, School"
1194,6.17,10846,"Action, Adventure, Police, Mystery"
1195,7.89,124,"Comedy, Drama, Romance"
1196,7.95,3137,"Drama, School, Shoujo Ai, Slice of Life"
1197,4.97,7591,"Action, Comedy, School"
1198,6.71,4253,"Action, Drama, Fantasy, Mecha, Sci-Fi"
1199,7.7,3404,"Fantasy, Hentai, Magic"
1200,6.19,10222,Comedy
1203,6.43,5232,"Comedy, Fantasy"
1204,6.35,5036,Comedy
1205,6.34,6840,"Action, Adventure, Military, Sci-Fi"
1206,5.69,4104,"Comedy, Parody, Ecchi, Fantasy"
1207,7.54,1114,"Action, Demons, Supernatural, Fantasy, Shoujo"
1208,8.18,887,"Comedy, Parody"
1211,7.6,2106,"Action, Adventure, Samurai"
1212,6.17,7531,"Action, Adventure, Drama, Sci-Fi"
1213,6.28,5820,"Action, Sci-Fi, Psychological, Drama, Mecha"
1216,6.74,8584,Fantasy
1219,6.38,9841,Mystery
1220,7.21,1099,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
1221,7.44,5229,Hentai
1222,7.38,1067,"Action, Mystery, Drama"
1223,6.3,2616,"Comedy, Sci-Fi"
1224,7.07,1280,"Action, Sci-Fi, Music"
1225,8.17,2207,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen"
1226,7.43,1410,"Action, Mecha, Military"
1227,7.11,4869,"Horror, Mystery, Supernatural"
1229,7.0,2551,"School, Supernatural"
1230,6.43,731,"Action, Sci-Fi, Harem, Comedy, Romance, Ecchi, Fantasy, School"
1231,7.07,324,"Action, Comedy, Romance, School"
1232,6.65,4399,"Comedy, School, Shounen, Sports"
1233,6.51,6502,"Romance, School, Shoujo"
1235,5.41,10778,"Romance, Shoujo"
1236,6.33,5676,"Comedy, Kids, Magic, Military, Sci-Fi"
1237,6.67,11740,"Adventure, Kids"
1238,6.69,929,"Action, Comedy, Romance, Fantasy, School, Shounen"
1239,6.34,8538,"Action, Adventure, Fantasy, Comedy"
1241,7.43,3539,Music
1242,6.98,5265,"Comedy, School, Seinen, Slice of Life"
1244,7.07,243,"Action, Harem, Demons, Romance, Ecchi, Fantasy"
1245,6.57,2789,"Romance, School, Shoujo"
1246,6.05,11062,"Kids, Adventure, Fantasy, Magic"
1247,6.22,2944,"Comedy, Ecchi, Slice of Life"
1248,7.39,2862,"Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha"
1249,7.79,3673,"Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space"
1250,6.94,5435,"Fantasy, Magic, Comedy, Shoujo"
1252,6.85,3764,"Hentai, Demons, Supernatural"
1254,7.28,7031,"Drama, Historical"
1256,7.37,1765,"Comedy, Drama, Fantasy, Magic"
1259,5.86,7381,"Dementia, Mystery, Supernatural"
1262,7.38,1706,"Action, Mecha, Sci-Fi, Space"
1265,5.93,9483,"Action, Historical, Seinen"
1266,7.48,3730,"Comedy, Historical, Parody"
1267,5.95,10105,"Comedy, Fantasy, Kids"
1268,5.88,6444,Drama
1270,7.13,3289,"Slice of Life, Music, School"
1272,8.1,1671,"Sci-Fi, Adventure, Psychological, Supernatural, Drama"
1275,6.89,557,"Adventure, Harem, Fantasy"
1276,7.96,899,"Adventure, Fantasy, Sci-Fi, Shounen"
1278,7.35,4787,"Action, Sci-Fi, Adventure, Drama, Fantasy, Mecha"
1279,7.51,3792,"Drama, Music, Romance, Shoujo"
1280,7.22,8047,"Game, Slice of Life, Comedy, Parody"
1281,6.57,3877,"Comedy, Game"
1282,7.64,2996,"Music, Comedy, Drama"
1283,5.89,3425,"Comedy, Harem, Romance"
1284,7.21,2792,"Slice of Life, Comedy, Parody, Magic, School"
1286,6.65,3206,"Action, Fantasy, Game"
1289,6.2,6717,"Drama, Mecha, Psychological, Sci-Fi"
1290,7.52,1008,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen"
1291,6.08,8693,"Adventure, Sci-Fi"
1293,6.92,947,"Action, Magic, Comedy, Super Power, Supernatural, Shounen"
1294,8.13,120,"Action, Adventure, Comedy, Fantasy, Magic, Shounen"
1296,7.02,3172,"Comedy, School, Slice of Life"
1297,6.74,4155,Drama
1298,6.79,4002,"Romance, School, Shoujo"
1301,8.05,1711,"Adventure, Comedy, Fantasy, Shounen"
1302,6.54,5614,Hentai
1305,6.71,3304,"Action, Adventure, Comedy, Drama, Shounen"
1307,6.44,4446,"Action, Adventure, Sci-Fi"
1308,7.4,1691,"Comedy, Shoujo, Slice of Life"
1310,6.94,2185,"Action, Fantasy, Game, Kids, School"
1311,7.42,5450,"Music, Drama, Seinen"
1313,6.94,2849,"Slice of Life, Romance, Shoujo Ai"
1314,6.48,3516,Slice of Life
1315,5.43,3563,"Slice of Life, Comedy, School"
1316,7.62,1488,"Comedy, Supernatural, Demons"
1317,8.0,2447,"Action, Comedy, Drama, Magic, Super Power"
1318,7.27,1202,"Military, Sci-Fi, Drama, Romance, School"
1319,6.45,1365,Sci-Fi
1321,5.66,7489,Hentai
1322,7.12,3594,"Mystery, Historical, Shounen"
1323,7.41,8480,"Action, Adventure, Comedy, Supernatural, Romance"
1324,7.31,3159,"Action, Super Power, Supernatural"
1325,7.33,4764,Hentai
1328,6.66,4782,Parody
1329,4.25,12335,Comedy
1333,4.75,3363,"Action, Ecchi, Martial Arts"
1334,6.01,9090,"Adventure, Comedy"
1335,7.2,5577,"Adventure, Comedy, Police, Sci-Fi"
1338,6.23,11066,Comedy
1339,7.34,4874,"Comedy, Kids"
1340,6.66,11165,"Adventure, Drama, Historical, Slice of Life"
1341,7.62,2102,"Comedy, Drama, Romance, Shoujo"
1342,5.86,11803,"Adventure, Comedy, Fantasy, Kids, Magic"
1345,7.06,3505,"Adventure, Comedy, Romance, Fantasy"
1349,7.78,2901,"Action, Adventure, Ecchi, Magic, Shounen, Supernatural"
1350,6.83,1233,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
1352,7.17,4188,"Music, Comedy, Drama, Magic, Romance, Shoujo"
1353,7.43,1214,"Drama, Romance, School"
1356,7.45,2659,"Action, Comedy, Super Power, Supernatural, Fantasy, Shounen"
1357,7.5,893,"Comedy, Romance, School, Shoujo, Slice of Life"
1358,8.39,1198,"Action, Adventure, Super Power, Shounen"
1359,5.88,8503,Comedy
1360,7.56,2842,"Drama, Music, Sci-Fi"
1361,7.94,719,"Adventure, Drama, Fantasy"
1362,7.21,2633,"Military, School"
1363,7.36,3474,"Military, School"
1364,7.44,2400,"Action, Sci-Fi, Mecha"
1365,7.87,2533,"Slice of Life, Comedy, School, Seinen"
1366,9.01,55,"Slice of Life, Comedy, Supernatural, Drama, Romance"
1367,7.79,4301,"Slice of Life, Comedy, Police"
1368,5.5,10706,"Music, Sports"
1369,7.58,819,"Action, Comedy, Demons, Ecchi, Harem, Romance, School"
1371,6.69,4430,"Comedy, Romance"
1376,6.32,5120,"Action, Fantasy"
1377,6.64,6681,"Drama, Fantasy"
1378,6.81,8417,"Action, Shounen, Sports"
1381,6.44,6992,"Comedy, Parody, Sports"
1382,7.12,1575,Action
1384,7.2,573,"Action, Fantasy, Magic, Seinen, Supernatural"
1385,6.64,6561,"Comedy, Historical, Parody, Samurai, Seinen"
1386,5.31,7733,"Comedy, Shounen"
1387,7.0,13522,"Action, Adventure, Fantasy"
1388,7.18,1830,"Slice of Life, Mystery, Supernatural"
1392,5.66,9609,Comedy
1394,5.91,3518,"Slice of Life, Comedy"
1395,7.68,1181,"Sports, Super Power, Shounen"
1396,5.3,12154,"Comedy, Fantasy, Kids"
