,score,popularity,genre
5975,7.44,3780,Sports
5976,7.05,2457,"Action, Ecchi, Fantasy, Harem, Romance, Demons"
5977,6.93,4763,Hentai
5978,7.63,1100,"Comedy, Drama, Romance"
5979,3.54,3362,"Mystery, Comedy, Supernatural"
5980,7.24,4995,"Music, Slice of Life, School"
5981,7.43,1235,"Comedy, School, Seinen, Slice of Life"
5982,7.03,4438,Hentai
5983,6.41,10223,"Sci-Fi, Comedy, Shounen"
5984,7.14,3552,"Action, Mecha, Drama, Sci-Fi"
5985,7.01,3194,"Action, Adventure, Drama, Fantasy, Historical"
5988,2.71,13078,Slice of Life
5990,6.43,7144,Comedy
5991,6.06,13320,Music
5992,7.02,3761,"Comedy, Ecchi, School"
5996,6.71,510,"Comedy, Ecchi, Harem, Romance, School"
5997,5.31,10404,Comedy
5998,7.08,3650,"Action, Adventure, Demons, Fantasy, Horror, Romance"
5999,7.24,2757,"Comedy, School, Supernatural"
6003,7.26,3400,"Action, Drama, Military, Psychological, Sci-Fi, Space"
6004,7.7,2674,"Slice of Life, Drama, Magic, Fantasy"
6005,6.72,1261,"Comedy, Romance, Supernatural"
6007,7.69,1581,"Action, Adventure, Comedy, Drama"
6008,5.71,8607,"Adventure, Martial Arts, Comedy, Mecha"
6009,5.84,6936,"Action, Adventure, Supernatural, Mystery, Sci-Fi, Shounen"
6010,7.31,7961,"Action, Adventure, Comedy, Romance, Shounen"
6012,7.09,3498,"Adventure, Fantasy, Romance"
6015,6.88,5289,"Game, School, Sports"
6016,7.21,3167,"Ecchi, Fantasy, Comedy, Romance"
6017,6.69,1645,"Action, Sci-Fi, Mystery, Psychological, Drama, Mecha"
6018,7.54,403,"Slice of Life, Comedy, Romance, School"
6019,6.97,783,"Comedy, Ecchi, Harem, Romance, School"
6021,7.57,4816,"Ecchi, Slice of Life, Fantasy, Magic, Comedy, Romance, Drama, Shounen"
6022,6.96,1336,"Comedy, Supernatural, Romance, School, Shounen"
6023,5.45,2705,"Comedy, Supernatural, Fantasy"
6025,7.39,3094,Drama
6027,6.87,4270,"Fantasy, Comedy, Drama"
6032,7.44,3236,"Sci-Fi, Comedy, Police, Mecha"
6033,6.5,9225,"Adventure, Kids"
6034,5.5,8501,"Action, Comedy, Mecha, Sci-Fi"
6035,6.17,3814,"Comedy, Romance, School"
6036,7.75,2422,"Mystery, Comedy, Romance"
6037,7.27,406,"Sci-Fi, Slice of Life, Comedy"
6039,7.17,540,"Action, Supernatural, Vampire"
6040,7.08,3539,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space"
6043,7.41,3199,"Action, Adventure, Comedy, Drama"
6044,7.21,4598,"Adventure, Comedy, Mecha, Military, Sci-Fi"
6045,7.75,2334,"Action, Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha"
6046,7.15,1283,"Psychological, Drama, Fantasy, School, Seinen, Shoujo Ai"
6047,7.07,1717,"Action, Adventure, Fantasy, Kids"
6048,7.68,1434,"Slice of Life, Drama, Romance"
6049,7.91,1836,"Adventure, Comedy, Demons, Magic, Fantasy, Shounen"
6050,6.81,5663,"Action, Game, Adventure, Comedy, Parody"
6051,7.32,1186,"Action, Comedy, Fantasy"
6052,7.54,2572,"Drama, Mystery, Seinen, Supernatural"
6053,5.79,8782,"Magic, Shoujo"
6057,6.67,3786,"Action, Adventure, Comedy, Fantasy, Shounen"
6058,6.95,5522,"Comedy, Historical"
6059,7.82,2321,"Action, Super Power, Military, Supernatural, Horror, Vampire, Seinen"
6062,7.01,3975,"Adventure, Fantasy, Kids"
6064,7.25,2290,"Action, Horror, Sci-Fi, Space"
6065,6.42,8283,Comedy
6066,7.97,3275,"Slice of Life, Historical, Drama, Shoujo"
6067,4.81,12251,"Comedy, Magic"
6068,6.52,344,"Harem, Mystery, Psychological, Sci-Fi, Supernatural"
6069,7.43,4551,"Adventure, Comedy, Mecha, Sci-Fi, Shounen"
6070,5.17,13388,"Comedy, Parody, Super Power"
6071,7.89,63,"Slice of Life, Comedy, Drama, Romance, School"
6074,7.39,2173,"Comedy, Magic, Mystery, Shounen, Supernatural"
6075,7.05,7502,"Action, Adventure, Mecha, Sci-Fi"
6076,7.99,599,"Music, School, Slice of Life"
6078,7.49,2805,"Comedy, Slice of Life"
6079,6.1,10269,"Sci-Fi, Comedy, Shounen"
6080,7.26,4717,"Drama, Historical, Romance, Shoujo"
6081,3.87,12655,Magic
6082,5.63,8711,"Magic, Mystery, School"
6084,6.81,6887,"Mystery, Comedy, Horror, Demons, Supernatural, Vampire"
6086,8.04,1825,"School, Slice of Life, Sports"
6090,7.32,3536,"Harem, Hentai"
6094,6.95,1568,"Drama, Horror, Magic, Psychological, Romance, Supernatural"
6095,7.32,2086,"Slice of Life, Comedy, Drama"
6096,5.79,6840,"Magic, Supernatural"
6097,6.65,8393,Music
6098,6.67,2748,"Drama, Harem, Romance, School, Slice of Life"
6099,6.03,9042,"Comedy, Ecchi, School"
6100,9.11,671,"Military, Sci-Fi, Space, Drama"
6104,6.91,5152,"Comedy, School, Slice of Life"
6105,7.4,4334,"Slice of Life, Historical, Seinen"
6106,6.3,3841,"Comedy, Drama, Romance, Slice of Life"
6107,6.65,5308,Hentai
6108,5.92,6765,"Ecchi, Fantasy"
6109,7.61,1752,"Action, Adventure, Comedy, Historical, Samurai, Fantasy, Seinen"
6110,7.28,674,"Comedy, Romance, Vampire, School, Shounen"
6112,6.91,8032,"Adventure, Slice of Life, Mystery, Drama"
6113,5.96,5767,"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life"
6114,6.78,9260,"Action, Sci-Fi, Mecha"
6117,8.55,284,"Drama, Historical"
6120,6.77,4573,"Harem, Hentai"
6121,7.25,12518,"Comedy, Historical"
6122,8.15,73,"Mystery, School, Slice of Life"
6124,8.2,2075,"Sci-Fi, Adventure, Shounen"
6126,6.08,9768,"Game, Kids"
6128,7.33,4372,"Comedy, Parody"
6129,6.88,10520,"Adventure, Fantasy"
6132,7.24,4261,Hentai
6134,5.33,8131,"Action, Military"
6135,8.11,157,"Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen"
6136,6.21,8095,"Action, Adventure, Comedy, Kids, Fantasy"
6138,6.83,2810,"Slice of Life, Drama, Magic, Shounen"
6139,4.25,9535,Comedy
6141,4.5,13324,"Comedy, Music"
6142,6.57,3610,"Music, Shounen, Vampire"
6143,7.49,1921,"Action, Sci-Fi, Space, Drama"
6144,7.31,907,"Comedy, Romance"
6145,6.98,933,"Comedy, Romance, School, Shounen"
6146,7.88,2817,"Slice of Life, Sports, School"
6148,7.56,2185,"Drama, Mecha, Military, Psychological, Sci-Fi, Space"
6149,6.57,6888,Comedy
6150,7.91,2167,"Comedy, Josei, Music, Romance"
6151,6.53,3635,"Action, Dementia, Drama, Sci-Fi"
6152,7.02,1984,"Game, Adventure, Comedy, Fantasy, Shounen"
6153,7.09,6199,Hentai
6154,6.2,2684,"Action, Mecha, Drama"
6155,7.13,1657,"Action, Drama, Sci-Fi"
6156,7.17,563,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power"
6158,6.39,6090,"Comedy, Ecchi, Romance, Sci-Fi, Seinen"
6159,6.78,6579,"Action, Mystery, Romance, Fantasy, Shoujo"
6161,6.18,5207,"Drama, Romance, Sci-Fi"
6162,7.46,3133,"Magic, Romance, Shoujo"
6163,8.12,308,"Sci-Fi, Mystery, Dementia, Horror, Psychological, Thriller, Fantasy"
6165,8.8,313,"Comedy, Sports, Drama, Shounen"
6167,7.18,3732,"Slice of Life, Seinen"
6168,6.98,4409,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi"
6172,6.03,4968,"Comedy, Slice of Life"
6173,5.18,10398,"Comedy, Ecchi, Fantasy"
6174,5.78,1879,"Slice of Life, Sports, Drama"
6176,7.66,144,"Action, Drama, Fantasy, Romance, School, Supernatural"
6177,7.0,2301,"Comedy, Parody, Martial Arts"
6178,4.51,4734,"Action, Demons, Ecchi, Horror, Mecha, Sci-Fi, Super Power"
6181,6.39,6696,"Historical, Seinen"
6182,4.71,13648,Music
6183,4.45,4676,"Game, Space, Comedy"
6184,5.99,3543,"Hentai, Drama, Yaoi"
6185,5.73,7512,"Comedy, Parody"
6186,6.32,9537,"Adventure, Fantasy, Horror, Magic, Supernatural"
6187,7.08,4738,"Comedy, Magic, Romance, Sci-Fi"
6189,5.8,2730,"Action, Historical, Mecha"
6190,6.37,10080,"Slice of Life, Comedy, Shoujo"
6193,7.89,327,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural"
6194,6.44,4033,"Romance, School, Shoujo"
6196,7.57,4095,"Comedy, Parody, School"
6197,7.17,5071,Hentai
6198,6.01,2870,"Action, Sci-Fi, Horror, Psychological, Mecha"
6199,5.1,3314,"Adventure, Demons, Supernatural, Fantasy, Shounen"
6201,6.9,4464,"Action, Fantasy, Magic, Shoujo"
6202,7.45,41,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen"
6203,7.95,123,"Slice of Life, Comedy, Supernatural, Drama, Romance, School"
6204,8.32,555,"Game, Psychological, Seinen, Thriller"
6205,8.62,759,"Action, Sci-Fi, Space, Super Power, Mecha"
6206,7.82,2537,"Action, Military, Romance, Sci-Fi, Space"
6207,6.38,10860,"Comedy, Slice of Life"
6208,7.54,5189,"Action, Mystery, Police, Drama"
6209,7.24,2881,"Action, Sci-Fi, Adventure, Comedy, Super Power, Shounen"
6210,7.14,3652,"Slice of Life, Supernatural, Mystery"
6211,7.24,3020,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen"
6212,7.73,1964,"Comedy, Historical, Romance, Shounen"
6213,7.1,1660,"Action, Adventure, Fantasy"
6214,7.25,2796,"Action, Martial Arts, Shounen"
6215,6.51,6573,"Romance, Shoujo"
6217,6.45,10016,"Adventure, Historical, Drama"
6218,6.33,8502,"Comedy, Fantasy, Sci-Fi"
6219,6.61,7435,"Action, Comedy, Fantasy, Magic, Music, Shoujo"
6220,6.41,4436,"Cars, Seinen, Slice of Life, Sports"
6221,7.46,2728,"Adventure, Comedy, Fantasy, Shounen"
6222,6.9,2234,"Action, Sci-Fi, Shounen"
6224,6.56,3451,"Demons, Horror, Psychological, Supernatural"
6225,8.19,443,"Mystery, Comedy, Supernatural, Ecchi"
6227,7.91,1034,"Drama, Magic, Romance, Shoujo"
6228,6.65,5268,"Action, Ecchi, Comedy, Mecha"
6229,7.26,6232,"Adventure, Comedy, Mystery, Shounen"
6232,6.92,5512,"Action, Sci-Fi, Adventure"
6233,7.35,3856,"Action, Fantasy, Magic, Shoujo"
6234,6.63,729,"Action, Sci-Fi, Comedy, Super Power, Supernatural, Shounen"
6235,7.21,5821,"Fantasy, Magic, Shoujo"
6237,6.41,6355,Hentai
6240,6.32,6707,"Slice of Life, Comedy, School, Shoujo"
6241,5.2,8571,"Action, Sci-Fi, Adventure"
6243,7.14,6442,"Action, Adventure, Sci-Fi, Shounen"
6244,6.75,2081,Comedy
6245,5.59,6118,Slice of Life
6246,5.88,9433,"Action, Sci-Fi, Shounen"
6247,7.61,1695,"Sci-Fi, Adventure, Space, Comedy, Sports, Drama, Romance, Martial Arts, Mecha"
6251,6.76,3424,"Harem, Ecchi"
6252,6.78,3451,"Sci-Fi, Space, Mecha"
6253,6.46,7880,Music
6255,5.67,6732,Sci-Fi
6256,6.53,5161,Music
6257,8.19,1366,Drama
6259,7.3,3926,"Sci-Fi, Slice of Life"
6260,7.4,1203,"Adventure, Comedy, Fantasy, Romance, Shounen"
6261,6.63,1721,"Comedy, Parody, School"
6262,7.46,1448,"Drama, Seinen, Slice of Life"
6263,5.92,6481,Hentai
6264,6.41,5622,"Music, Shounen Ai"
6265,6.81,2216,"Comedy, Romance, Sci-Fi"
6266,5.7,6218,"Harem, Historical, Supernatural, Drama, Ecchi, Mecha"
6268,7.56,3425,"Slice of Life, Sports, Music, Shoujo"
6269,6.03,5138,Magic
6270,6.51,2217,"Comedy, Harem, Magic, Romance, School"
6271,8.05,2089,"Comedy, Drama, Romance, Shounen Ai"
6273,6.52,2109,"Adventure, Comedy, Fantasy, Supernatural"
6275,7.54,745,"Comedy, Romance"
6277,7.53,1286,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen"
6280,6.76,2263,"Adventure, Horror, Magic, Martial Arts, Shounen, Supernatural"
6282,7.28,1597,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
6284,7.12,250,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural"
6285,4.5,3313,Ecchi
6287,6.77,1029,"Comedy, Romance, School, Seinen, Slice of Life"
6288,7.4,1185,"Comedy, School, Seinen, Sports"
6289,7.64,335,"Comedy, Drama, Romance, Sci-Fi, Slice of Life"
6291,7.07,1151,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha"
6294,7.79,1300,"Slice of Life, Fantasy, Seinen"
6295,7.43,1012,"Action, Comedy, Magic, Fantasy"
6298,8.16,198,"Action, Military, Sci-Fi, Adventure, Horror, Supernatural"
6300,7.34,956,"Action, Supernatural, Fantasy"
6301,6.1,4876,Hentai
6302,7.61,1123,"Action, Fantasy, Kids, Sci-Fi"
6304,6.72,8103,"Comedy, Supernatural, Thriller"
6306,8.04,271,"Comedy, Supernatural, Romance, Ecchi"
6307,7.03,6649,"Action, Military, Sci-Fi, Adventure, Space, Drama"
6309,7.13,3919,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural"
6310,7.3,8245,"Action, Music"
6312,5.84,7618,"Action, Adventure, Fantasy"
6313,6.73,8331,Music
6315,7.99,2204,"Action, Comedy, Mystery, Shounen"
6316,7.54,2896,"Action, Sci-Fi, Seinen"
6318,6.42,9115,"Action, Parody, Comedy, Sci-Fi"
6319,7.12,4043,Hentai
6321,6.48,7254,"Drama, Mystery, Psychological, Seinen"
6322,6.53,6999,Hentai
6323,7.22,2661,"Action, Fantasy, Supernatural"
6324,7.27,2278,"Comedy, Ecchi, School, Seinen"
6325,5.51,4753,"Action, Mecha, Hentai, Sci-Fi, Yaoi"
6328,6.98,2090,"Drama, Harem, Music, Romance"
6329,6.45,778,"Action, Harem, Police, Ecchi"
6332,7.5,2463,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural"
6333,8.58,232,"Sci-Fi, Drama"
6335,6.44,3630,"Comedy, Drama, Romance, School"
6336,6.02,6104,Comedy
6337,6.66,1946,"Action, Hentai, Police, Drama"
6338,6.63,6101,"Action, Drama, Mecha, Music, Sci-Fi"
6339,7.35,3606,"Comedy, Magic, Shoujo"
6340,8.54,1305,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
6341,8.73,663,"Comedy, Sports, Drama, Shounen"
6346,7.48,260,"Harem, Comedy, Romance, Ecchi, School"
6348,6.81,5505,Hentai
6350,7.42,1476,"Action, Adventure, Drama, Fantasy, Sci-Fi"
6351,7.96,412,"Adventure, Comedy, Fantasy, Magic, School"
6352,6.74,4226,"Drama, Horror, Mystery, Seinen"
6353,6.97,6248,"Adventure, Drama, Magic, Shoujo"
6355,6.83,7197,"Comedy, Romance, Shoujo, Slice of Life"
6357,6.6,2869,"Comedy, School, Slice of Life"
6358,6.24,6992,"Action, Demons, Fantasy, Magic, Supernatural"
6359,6.71,4380,"Slice of Life, Comedy, Drama, Romance, Shounen"
6360,7.19,471,"Comedy, Ecchi, Harem, Romance, School, Seinen"
6361,4.75,12712,Comedy
6362,6.84,3334,"Fantasy, Magic, Comedy, Harem, Romance, School, Seinen"
6363,6.62,5414,Slice of Life
6364,6.5,3631,"Fantasy, Shoujo"
6366,6.84,2586,Music
6367,6.84,1805,"Sports, Drama, School"
6368,6.19,3083,Magic
6370,8.38,2960,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo"
6371,6.79,4027,Hentai
6372,6.64,2589,Comedy
6373,5.7,7737,"Action, Space, Super Power, Supernatural, Sci-Fi, Shounen"
6374,6.94,1275,"Comedy, Romance, Slice of Life"
6375,5.49,8892,"Slice of Life, Historical"
6376,7.91,176,"Mystery, Horror, Supernatural, Thriller, Vampire"
6377,7.27,2504,"Comedy, Supernatural, Romance, School, Shounen"
6378,6.78,3987,"Comedy, Sports, Shounen"
6379,7.52,3384,"Comedy, Slice of Life, Shoujo"
6380,6.08,3551,"Action, Adventure, Ecchi, Fantasy"
6381,6.57,4515,"Action, Sci-Fi, Space, Drama, Shounen"
6382,7.28,6108,"Action, Kids, Mecha"
6383,6.83,6765,"Action, Drama, Mecha, Military, Sci-Fi"
6384,7.91,2597,"Action, Comedy, School, Shounen"
6386,7.83,1735,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
6387,6.6,8057,Adventure
6388,6.66,2155,"Action, Harem, Magic, Romance, Ecchi, Mecha"
6390,5.53,8090,"Game, Mystery, Parody, Horror, Psychological, Fantasy"
6392,4.75,2380,Slice of Life
6394,8.21,31,"Slice of Life, Comedy, Romance, Supernatural, School, Drama"
6395,7.46,2252,"Action, Magic, Comedy, Super Power, Supernatural, Shounen"
6397,6.2,2264,"Ecchi, Fantasy, Supernatural, School, Vampire, Seinen"
6398,6.55,1077,"Psychological, Harem, Supernatural, Mystery, Sci-Fi"
6399,8.14,2242,"Comedy, Sports"
6400,6.66,3677,"Shounen, Sports"
6401,6.74,1743,"Harem, Comedy, Drama, Romance, School, Shounen Ai"
6402,6.75,8922,"Action, Martial Arts, Fantasy, Shounen"
6406,7.23,4026,"Romance, Comedy, Harem, Parody, Shounen"
6407,7.14,2526,"Action, Fantasy, Military"
6408,8.11,797,"Comedy, Romance, School, Shounen"
6409,6.62,6405,"Adventure, Sci-Fi"
6410,6.99,1000,"Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural"
6411,6.58,3391,"Action, Ecchi, School, Shounen"
6414,7.26,1770,"Action, Mecha, Military"
6416,6.23,7066,"Military, Sci-Fi, Space, Mecha"
6417,7.01,2929,"Action, Fantasy, Game, Shounen"
6419,7.46,666,"Action, Fantasy, Supernatural, Comedy, School, Shounen"
6420,7.37,1724,"Harem, Comedy, Romance, Ecchi, School"
6421,7.1,2695,"Sci-Fi, Adventure, Music, Slice of Life, Space, Comedy"
6422,7.77,5492,"Sci-Fi, Comedy, Seinen"
6423,4.28,10969,"Comedy, Parody, Super Power"
6424,6.72,5564,"Slice of Life, Music, Drama"
6425,5.59,9176,"Fantasy, Horror, Mystery"
6426,7.21,1884,"Comedy, Drama, Romance, School"
6427,7.69,2485,"Comedy, Demons, Supernatural"
6428,7.77,760,"Comedy, Slice of Life"
6429,6.9,2215,"Action, Comedy, Magic, Fantasy"
6430,7.77,2406,"Military, Sci-Fi, Space, Drama, Mecha"
6433,6.88,1523,"Harem, Romance, Supernatural"
6434,8.06,605,"Action, Mystery, Comedy, Super Power"
6435,7.13,1633,"Comedy, School, Shoujo"
6436,7.45,252,"Comedy, Harem, Mecha, Romance, School, Sci-Fi"
6438,7.11,525,"Action, Comedy, Demons, Ecchi, Harem, Romance, Supernatural"
6439,7.84,4580,"Adventure, Police, Comedy, Mystery, Shounen"
6440,7.41,4936,"Action, Comedy, Drama, Police, Shounen"
6442,6.75,3818,"Action, Mecha, Romance, Shounen"
6443,5.73,13159,Comedy
6444,6.68,7130,"Game, Shounen"
6445,5.01,10117,Hentai
6446,7.83,135,"Slice of Life, Comedy, Parody, School"
6447,6.44,9988,"Action, Sci-Fi, Adventure, Comedy, Romance"
6448,6.25,9984,"Slice of Life, Comedy"
6449,6.31,7716,"Comedy, Sports, Shounen"
6450,7.44,2660,"Slice of Life, Comedy"
6451,7.87,1042,"Comedy, School, Shounen, Slice of Life"
6453,6.38,10258,Comedy
6455,5.25,8836,"Comedy, Parody, Super Power"
6458,5.58,8843,"Action, Adventure, Comedy, Shounen"
6462,6.97,1932,"Action, Fantasy, Supernatural"
6463,6.52,4500,"Adventure, Fantasy, Magic, Historical"
6464,8.55,196,"Drama, Romance, Shoujo, Supernatural"
6465,6.39,3962,"Parody, Comedy, School"
6467,7.61,5130,"Drama, Historical, Slice of Life"
6469,8.74,1227,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
6471,5.67,13212,"Comedy, Parody"
6475,6.4,2839,"Comedy, Drama, Ecchi, Supernatural"
6476,6.84,3580,"Drama, Romance, Slice of Life, Supernatural"
6477,7.28,8114,"Action, Sci-Fi, Comedy, Magic, Fantasy, Mecha, Shounen"
6478,6.83,1003,"Slice of Life, Comedy, Romance, School"
6479,7.75,2402,"Action, Fantasy, Shounen, Super Power"
6480,7.76,306,"Action, Adventure, Demons, Fantasy, Magic, Supernatural"
6481,8.05,1158,"Music, Comedy, Supernatural, Drama, Romance, Shoujo"
6482,7.44,4737,"Action, Adventure, Mystery, Comedy, Police"
6483,6.59,3019,"Comedy, Ecchi, Romance, Supernatural"
6484,6.31,6218,"Slice of Life, Comedy"
6485,7.57,1060,"Action, Comedy, Magic, Shounen, Super Power, Supernatural"
6486,7.02,1006,"Demons, Magic, Romance, Shoujo"
6488,6.15,10526,"Adventure, Kids, Drama, Fantasy"
6489,6.62,580,"Action, Ecchi, Harem, Martial Arts, School, Super Power"
6490,5.73,4688,"Comedy, Shoujo"
6491,6.01,3879,"Comedy, Slice of Life"
6492,7.18,2417,"Adventure, Comedy, Magic, Romance, Shoujo"
6493,7.79,788,"Comedy, Sci-Fi, Slice of Life, Sports"
6494,7.58,2401,"Action, Adventure, Drama, Thriller, Seinen"
6495,7.45,289,"Comedy, Romance, School"
6496,4.31,12964,"School, Slice of Life"
6497,6.65,7073,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power"
6499,7.29,619,"Action, Comedy, Sports, Shounen"
6500,8.14,1409,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
6501,7.32,2326,"Action, Demons, Supernatural, Fantasy, Shounen"
6503,5.33,9948,Comedy
6504,5.92,9785,"Comedy, Magic, Fantasy, Shoujo"
6506,6.54,11081,"Fantasy, Kids"
6507,7.06,9284,"Kids, Comedy"
6508,6.11,10828,"Action, Mecha, Sci-Fi"
6509,6.42,4256,"Action, Demons, Hentai"
6511,7.15,7327,Hentai
6512,6.94,4833,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural"
6514,7.97,878,"Comedy, Parody, Supernatural"
6515,8.06,90,"Action, Game, Adventure, Supernatural, Magic, Fantasy"
6517,7.11,4998,"Ecchi, Romance, Comedy, Military, Sci-Fi"
6518,6.28,3440,"Comedy, Drama, Seinen"
6519,6.17,9990,"Comedy, School, Shounen, Slice of Life"
6520,6.49,2862,"Action, Fantasy, Shounen"
6521,5.08,7625,Slice of Life
6522,6.16,9380,"Action, Sports, Shounen"
6523,8.31,7,"Action, Comedy, Drama, School, Supernatural"
6524,7.26,3980,"Action, Fantasy, Magic, School, Shoujo"
6525,5.78,7299,"Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space"
6526,5.69,7648,Music
6527,7.77,26,"Mystery, Horror, Supernatural, Thriller, School"
6528,6.43,6100,Comedy
6529,5.6,5194,"Action, Adventure, Fantasy"
6530,6.9,5326,"Action, Game, Shounen"
6532,6.71,333,"Slice of Life, Comedy, Shounen"
6533,7.51,2142,"Action, Adventure, Mecha, Military"
6534,6.77,3002,"Adventure, Military, Sci-Fi, Shounen"
6535,7.79,3387,"Slice of Life, Comedy, School, Seinen"
6536,7.38,6310,"Sci-Fi, Mystery, Drama"
6538,5.36,10708,"Cars, Seinen"
6543,6.78,1517,"Action, Sci-Fi, Super Power"
6544,6.0,14113,"Fantasy, Kids"
6545,5.83,11500,"Comedy, Kids"
6547,6.71,9248,"Adventure, Comedy, Ecchi, Fantasy, Magic, School"
6550,6.5,2610,"Action, Sci-Fi, Slice of Life, Mecha"
6551,7.8,798,"Comedy, Drama, Romance, School, Shounen, Slice of Life"
6552,6.41,2817,"Adventure, Comedy, Martial Arts"
6554,7.07,1822,"Romance, Comedy"
6555,5.0,12634,"Adventure, Comedy, Kids"
6556,7.55,979,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
6557,6.67,7712,"Adventure, Shounen"
6558,8.74,320,"Comedy, Ecchi, Fantasy, Game, Supernatural"
6559,8.06,1340,"Comedy, Sports"
6560,7.53,2070,"Adventure, Mecha, Sci-Fi, Shounen"
6561,7.8,3858,"Comedy, Demons, Fantasy, Seinen, Supernatural"
6562,7.93,3368,"Adventure, Mecha, Sci-Fi, Shounen"
6564,6.83,2503,"Action, Ecchi, Fantasy, School, Seinen"
6565,7.0,9474,"Adventure, Fantasy, Kids"
6566,6.81,1090,"Comedy, Romance, Ecchi, School, Shounen"
6567,6.14,3277,"Action, Comedy, Ecchi, Harem, Shounen"
6569,7.99,60,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural"
6570,7.57,1774,"Action, Comedy, Fantasy, Parody, Shounen"
6572,7.61,457,"Slice of Life, Comedy, Supernatural, Drama, School"
6573,4.65,8890,"Comedy, Slice of Life"
6574,6.31,6898,"Comedy, Romance, School, Shoujo"
6575,6.44,5897,Hentai
6576,7.11,1144,"School, Sci-Fi"
6577,4.86,13242,Comedy
6578,5.82,12296,"School, Sports"
6580,6.86,2385,"Adventure, Comedy, Parody, Fantasy"
6582,8.09,1408,"Drama, Mystery, Seinen, Supernatural"
6583,7.57,1271,"Psychological, Supernatural, Drama, Thriller, Fantasy"
6585,7.19,1163,"Slice of Life, Comedy, Fantasy, Seinen"
6587,5.7,1175,"Ecchi, Fantasy"
6589,6.21,9606,"Action, Military, Seinen"
6590,6.74,4069,"Adventure, Cars, Sports, Shounen"
6591,6.9,3598,"Fantasy, Magic"
6592,7.23,1473,"Adventure, Drama, Fantasy, Romance, Sci-Fi"
6594,6.94,2220,"Action, Adventure, Comedy, Shounen"
6597,6.59,5615,"Action, Sci-Fi, Mecha"
6601,6.87,4092,Magic
6602,6.52,4553,"Hentai, School"
6603,6.54,6342,"Comedy, Mecha"
6604,6.39,487,"Action, Ecchi, Super Power, Supernatural"
6605,6.94,2011,"Action, Military, Historical, Super Power"
6607,7.61,3535,"Adventure, Mystery, Police, Shounen"
6608,6.5,1354,"Action, Supernatural, Drama, Romance, Vampire, Seinen"
